   17    5     9.7478E-24     6.4182E-10      9.9019941807533725E-11     -3.3631968311286293E+00      1.2677032705100466E+00      1.4223094956940452E+00      8.0326197847108164E-17      1.3809154626480884E+00     -1.2677032705053828E+00      1.4223094957560962E+00     -1.2677032705584936E+00     -1.4223094946463326E+00     -2.5788890753522021E-16     -1.3809154615834762E+00      1.2677032705661970E+00     -1.4223094945131463E+00
   17    6     2.4663E-21     6.3251E-10      2.2108394759421657E+00      1.5109441689419698E+00      1.2677032699441175E+00      1.4223094952194577E+00      8.0326197847108164E-17      1.3809154619561268E+00     -1.2677032703159465E+00      1.4223094947710897E+00     -1.2677032704421605E+00     -1.4223094951423454E+00     -2.5360483352056236E-16     -1.3809154624460180E+00      1.2677032703877908E+00     -1.4223094958771774E+00
   17    7     2.4663E-21     6.5433E-10      2.2108394759424734E+00     -1.5109441689449477E+00      1.2677032703876723E+00      1.4223094958744855E+00      8.0496719490343076E-17      1.3809154624434787E+00     -1.2677032704420419E+00      1.4223094951396540E+00     -1.2677032703160653E+00     -1.4223094947737813E+00     -2.6634476128294804E-16     -1.3809154619586659E+00      1.2677032699442361E+00     -1.4223094952221496E+00
   17    8     4.2238E-21     7.8125E-10     -6.2751800535615909E-01      1.3986407275350774E+00      1.2677032701975623E+00      1.4223094946259616E+00      8.8781587094172191E-17      1.3809154619090134E+00     -1.2677032720171035E+00      1.4223094953636624E+00     -1.2677032703405047E+00     -1.4223094959195290E+00     -2.5373145161489014E-16     -1.3809154624050415E+00      1.2677032704152922E+00     -1.4223094949806301E+00
   17    9     4.2969E-21     7.8458E-10      6.2751800535311086E-01      1.3986407275383890E+00      1.2677032720166816E+00      1.4223094953706397E+00      8.0326197847108164E-17      1.3809154619090134E+00     -1.2677032701979840E+00      1.4223094946189843E+00     -1.2677032704157143E+00     -1.4223094949736526E+00     -2.5362358626072680E-16     -1.3809154624050413E+00      1.2677032703400828E+00     -1.4223094959265066E+00
   17   10     2.4112E-21     6.3265E-10     -2.2108394759452779E+00      1.5109441689338625E+00      1.2677032703155247E+00      1.4223094947780670E+00      8.8781587094172191E-17      1.3809154619561268E+00     -1.2677032699445394E+00      1.4223094952124804E+00     -1.2677032703882127E+00     -1.4223094958701998E+00     -2.5376059484076640E-16     -1.3809154624460180E+00      1.2677032704417386E+00     -1.4223094951493229E+00
   17   11     4.2969E-21     7.8501E-10      6.2751800535325963E-01     -1.3986407275409976E+00      1.2677032703399642E+00      1.4223094959238149E+00      8.0440466374885392E-17      1.3809154624025022E+00     -1.2677032704155953E+00      1.4223094949709609E+00     -1.2677032701981028E+00     -1.4223094946216757E+00     -2.6634476128294804E-16     -1.3809154619115525E+00      1.2677032720168002E+00     -1.4223094953733313E+00
   18    1     3.7226E-22     7.2969E-10     -5.6954143829506811E-12     -3.8527365467901316E+00      5.3715489178013842E-01      0.0000000000000000E+00      1.6847375478769941E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490305896358E+00     -5.3715489179178844E-01      6.9069345823283899E-17     -1.6847375478871069E+00      2.1662973212576449E-16     -4.5931585564716669E-16     -2.4987490297891557E+00
   18    2     1.1032E-24     8.6348E-10     -2.5697302963584656E+00     -6.7552222031357270E-12      5.3715489222810953E-01      0.0000000000000000E+00      1.6847375481005047E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490306577662E+00     -5.3715489106219527E-01      6.5281200949838429E-17     -1.6847375466981400E+00      2.0472488555802476E-16     -4.6659946299601920E-16     -2.4987490306582880E+00
   18    3     1.9357E-21     6.7465E-10     -1.0746848810741771E+00     -1.8797575400508668E+00      5.3715489188387611E-01      0.0000000000000000E+00      1.6847375479400588E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490306160032E+00     -5.3715489165504204E-01      6.9069345823283924E-17     -1.6847375477699318E+00      2.1576591781949229E-16     -4.3604771146254716E-16     -2.4987490314008514E+00
   18    4     2.6213E-21     5.6266E-10     -1.1364611273001710E+00     -2.8190511949414105E+00      5.3715489185797505E-01      0.0000000000000000E+00      1.6847375479296300E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490306020912E+00     -5.3715489169324282E-01      6.9069345823283924E-17     -1.6847375477873272E+00      2.1662973212576449E-16     -4.3604771146254716E-16     -2.4987490304160294E+00
   18    5     4.9868E-22     6.3606E-10     -1.1057383065587592E-11     -1.4150924445335751E+00      5.3715489178525200E-01      0.0000000000000000E+00      1.6847375478675084E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490305350337E+00     -5.3715489179776488E-01      6.9069345823283899E-17     -1.6847375478783577E+00      2.1662973212576449E-16     -4.5936511055039249E-16     -2.4987490324462973E+00
   18    6     1.9391E-21     3.6608E-10     -1.0746848810736422E+00      1.8797575400463256E+00      5.3715489188387611E-01      0.0000000000000000E+00      1.6847375479400588E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490313997394E+00     -5.3715489165504204E-01      6.5228839951255374E-17     -1.6847375477699318E+00      2.0536147937289387E-16     -4.5912393588758363E-16     -2.4987490306171152E+00
   18    7     1.9296E-21     6.7124E-10      1.0746848810719094E+00     -1.8797575400479509E+00      5.3715489164329944E-01      0.0000000000000000E+00      1.6847375477597315E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490306160032E+00     -5.3715489189561871E-01      6.9069345823283924E-17     -1.6847375479502591E+00      2.1662973212576449E-16     -4.8194747056386795E-16     -2.4987490314008514E+00
   18    8     8.5433E-25     8.6912E-10      2.5697302963475259E+00      5.3937361227449750E-14      5.3715489105045255E-01      0.0000000000000000E+00      1.6847375466879397E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490306574713E+00     -5.3715489223985224E-01      6.5487634308254392E-17     -1.6847375481107050E+00      2.0586589902004405E-16     -4.5130505885659476E-16     -2.4987490306585829E+00
   18    9     2.6172E-21     5.6233E-10      1.1364611272963703E+00      2.8190511949453807E+00      5.3715489168150021E-01      0.0000000000000000E+00      1.6847375477771271E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490304149178E+00     -5.3715489186971777E-01      6.5046853033279516E-17     -1.6847375479398303E+00      2.0417746479106973E-16     -4.5901629657584766E-16     -2.4987490306032027E+00
   18   10     1.9329E-21     6.7170E-10      1.0746848810713745E+00      1.8797575400434081E+00      5.3715489164329944E-01      0.0000000000000000E+00      1.6847375477597315E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490313997394E+00     -5.3715489189561871E-01      6.3485154742638907E-17     -1.6847375479502591E+00      2.0248773440051176E-16     -4.5877168192200186E-16     -2.4987490306171152E+00
   18   11     2.6248E-21     5.6139E-10     -1.1364611272993157E+00      2.8190511949411059E+00      5.3715489185797505E-01      0.0000000000000000E+00      1.6847375479296300E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490304149178E+00     -5.3715489169324282E-01      6.3802042492205054E-17     -1.6847375477873274E+00      2.0259859466059357E-16     -4.5884404657044204E-16     -2.4987490306032027E+00
   18   12     5.0366E-22     6.3614E-10     -1.1386790824141829E-11      1.4150924445299644E+00      5.3715489178523701E-01      0.0000000000000000E+00      1.6847375478674957E+00      0.0000000000000000E+00      1.5988555387863699E-16      2.4987490324451853E+00     -5.3715489179777987E-01      6.2491312887733101E-17     -1.6847375478783704E+00      1.9599832906616787E-16     -4.5859204326808423E-16     -2.4987490305361457E+00
   18   13     2.6137E-21     5.6246E-10      1.1364611272972247E+00     -2.8190511949456853E+00      5.3715489168150010E-01      0.0000000000000000E+00      1.6847375477771271E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490306020912E+00     -5.3715489186971777E-01      6.9069345823283924E-17     -1.6847375479398303E+00      2.1662973212576449E-16     -4.8194747056386795E-16     -2.4987490304160294E+00
   18   14     4.7702E-23     4.6375E-10     -6.3232956753187835E-12      8.0206557067090574E-12      5.3715489246796655E-01      0.0000000000000000E+00      1.6847375481812763E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490304617257E+00     -5.3715489247805071E-01      6.2491312887733076E-17     -1.6847375481899594E+00      1.9599832906616787E-16     -4.5067972747170386E-16     -2.4987490305381432E+00
   18   15     4.4838E-24     5.3432E-10      1.1034004952031529E+00      3.1281655028768727E-14      5.3715489085144386E-01      0.0000000000000000E+00      1.6847375484097431E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490305502136E+00     -5.3715489231194458E-01      6.5697694213401199E-17     -1.6847375481232911E+00      2.0640628849789422E-16     -4.5132909853785493E-16     -2.4987490305513251E+00
   18   16     3.7655E-22     7.3208E-10      3.6006805982299206E-12      3.8527365467868724E+00      5.3715489178007403E-01      0.0000000000000000E+00      1.6847375478769333E+00      0.0000000000000000E+00      1.6064915685454201E-16      2.4987490297880441E+00     -5.3715489179185283E-01      6.2491312887733101E-17     -1.6847375478871678E+00      1.9599832906616787E-16     -4.5863099082234612E-16     -2.4987490305907474E+00
   18   17     4.0276E-24     5.3944E-10     -1.1034004952167666E+00      3.3652346554206802E-14      5.3715489230020197E-01      0.0000000000000000E+00      1.6847375481130908E+00      0.0000000000000000E+00      1.4534923715410944E-16      2.4987490305502082E+00     -5.3715489086318657E-01      6.5530837837639147E-17     -1.6847375484199434E+00      2.0536725286259429E-16     -4.6662804461478454E-16     -2.4987490305513305E+00
   19    1     5.9735E-28     6.3564E-10      1.8164888609063059E-12     -3.0963575475755918E+00      7.3270109641642689E-01      1.8365304064461117E+00     -7.3270109641823677E-01      1.8365304064433625E+00     -1.6357248432256075E+00     -9.4120927793249842E-01     -5.1909316257305904E-01     -8.9532112696784449E-01      5.1909316256126747E-01     -8.9532112696768040E-01      1.6357248432152003E+00     -9.4120927793212261E-01
   19    2     7.7458E-33     8.6797E-10      2.5036232916733283E+00     -1.0001364126923782E+00      7.3270109635091663E-01      1.8365304061596961E+00     -7.3270109633505554E-01      1.8365304060994514E+00     -1.6357248434134259E+00     -9.4120927833745449E-01     -5.1909316299972108E-01     -8.9532112733508062E-01      5.1909316184808385E-01     -8.9532112731673819E-01      1.6357248420216612E+00     -9.4120927827676737E-01
   19    3     7.2283E-33     7.9865E-10     -1.7364847201925324E+00      1.9523192268534082E+00      7.3270109704957087E-01      1.8365304056258296E+00     -7.3270109527856364E-01      1.8365304057624445E+00     -1.6357248431146283E+00     -9.4120927890109995E-01     -5.1909316254686066E-01     -8.9532112784928353E-01      5.1909316250955839E-01     -8.9532112780727235E-01      1.6357248430934905E+00     -9.4120927878996685E-01
   19    4     1.3858E-26     3.6056E-10     -1.4924441079649573E-11      6.3144156152157793E-01      7.3270109650090931E-01      1.8365304066996211E+00     -7.3270109650222259E-01      1.8365304067096138E+00     -1.6357248431658822E+00     -9.4120927907563456E-01     -5.1909316256493210E-01     -8.9532112795101204E-01      5.1909316255289806E-01     -8.9532112794946539E-01      1.6357248431555678E+00     -9.4120927907159324E-01
   19    5     5.0435E-33     9.4630E-10     -2.5036232916844732E+00     -1.0001364126921743E+00      7.3270109633324199E-01      1.8365304061026808E+00     -7.3270109635273017E-01      1.8365304061564665E+00     -1.6357248420320372E+00     -9.4120927827665912E-01     -5.1909316185981191E-01     -8.9532112731673252E-01      5.1909316298799302E-01     -8.9532112733508618E-01      1.6357248434030500E+00     -9.4120927833756274E-01
   19    6     4.0264E-33     8.0809E-10      1.7364847201885378E+00      1.9523192268591387E+00      7.3270109527674998E-01      1.8365304057656744E+00     -7.3270109705138442E-01      1.8365304056225999E+00     -1.6357248431038665E+00     -9.4120927878985838E-01     -5.1909316252128646E-01     -8.9532112780726669E-01      5.1909316253513271E-01     -8.9532112784928919E-01      1.6357248431042524E+00     -9.4120927890120831E-01
   19    7     1.6381E-25     4.9064E-10     -2.9080480606526189E-12     -8.9361457172169145E-01      7.3270109630890923E-01      1.8365304060414598E+00     -7.3270109631327018E-01      1.8365304060301184E+00     -1.6357248434848624E+00     -9.4120927829161272E-01     -5.1909316322524168E-01     -8.9532112729930080E-01      5.1909316322221943E-01     -8.9532112730015712E-01      1.6357248434823908E+00     -9.4120927829392220E-01
   19    8     8.8259E-27     7.9308E-10      3.8996348481728226E-12      3.4666277920373396E+00      7.3270109647986059E-01      1.8365304051798426E+00     -7.3270109648165938E-01      1.8365304051858360E+00     -1.6357248431757676E+00     -9.4120927897988516E-01     -5.1909316255617755E-01     -8.9532112794125407E-01      5.1909316254418847E-01     -8.9532112794041852E-01      1.6357248431653610E+00     -9.4120927897777773E-01
   19    9     1.0442E-32     5.6309E-10      1.0695928451791836E+00     -9.1644844182505258E-01      7.3270109633118008E-01      1.8365304061401710E+00     -7.3270109630822822E-01      1.8365304059724763E+00     -1.6357248434242602E+00     -9.4120927827053513E-01     -5.1909316306489228E-01     -8.9532112728406232E-01      5.1909316166217678E-01     -8.9532112728556967E-01      1.6357248437105136E+00     -9.4120927836306123E-01
